transaction_amount_usd,latent_v1,latent_v2,latent_v3,latent_v4,device_trust_score,is_fraud
18.45,0.34,-0.294,-0.689,-1.402,0.953,0
97.49,1.289,-1.111,1.366,-0.057,0.977,0
226.07,0.027,0.894,-0.541,-2.164,0.9,0
188.1,-0.36,0.623,0.827,-1.512,0.933,0
1082.8,-3.466,0.1,-4.948,3.378,0.122,1
93.53,-0.421,-3.216,0.558,-0.088,0.762,0
66.8,0.398,1.653,-0.185,0.65,0.834,0
12.88,-1.531,0.788,0.16,-1.219,0.854,0
11.71,0.924,1.48,-0.134,-1.365,0.909,0
69.07,-1.623,-0.955,0.611,0.154,0.895,0
11.6,0.978,-0.098,-0.186,0.589,0.945,0
51.07,2.027,-0.893,-1.25,0.372,0.8,0
41.35,-2.049,-0.382,-0.033,-0.517,0.977,0
15.45,1.39,1.316,1.929,0.047,0.87,0
157.02,0.208,-0.467,-2.263,0.637,0.799,0
87.43,-0.01,0.992,-0.359,1.193,0.73,0
10.4,-0.14,-0.525,1.25,-0.934,0.915,0
9.44,-0.725,-0.896,-1.143,0.153,0.739,0
249.68,-0.513,0.489,-1.735,-1.123,0.929,0
65.67,0.379,-0.589,-1.49,-0.648,0.809,0
63.54,-1.213,-0.738,-0.257,-0.054,0.924,0
20.93,0.125,-0.37,0.644,0.562,0.843,0
24.54,0.89,1.057,0.371,-0.233,0.73,0
1875.37,-2.868,5.654,-4.661,4.22,0.126,1
54.61,-0.174,-0.677,-0.674,1.434,0.796,0
81.9,-1.085,-0.364,-0.641,0.317,0.893,0
33.66,-0.044,-0.341,-0.014,-0.418,0.845,0
37.99,-0.321,-0.954,1.097,0.669,0.854,0
80.75,-0.643,-0.906,-0.494,-0.667,0.765,0
67.29,0.647,0.091,0.532,-1.144,0.937,0
74.83,-0.861,-0.888,0.712,-0.969,0.927,0
56.64,-0.874,1.544,-0.336,-1.121,0.868,0
256.39,0.013,-0.769,0.1,-2.068,0.707,0
36.91,0.219,1.297,-1.765,-0.407,0.786,0
46.06,-2.053,-1.181,-0.242,1.149,0.86,0
27.32,0.22,1.672,0.571,0.629,0.762,0
615.87,-4.359,6.21,-7.261,2.945,0.272,1
143.74,-4.132,5.327,-4.931,1.735,0.25,1
25.59,-0.771,-0.533,0.938,0.759,0.834,0
111.43,-0.641,0.418,-0.561,-0.528,0.736,0
17.66,-0.202,1.653,0.704,0.809,0.875,0
103.56,-1.131,0.887,1.014,0.652,0.789,0
8.12,-0.195,0.546,-0.02,-0.978,0.923,0
26.3,-0.906,-0.812,0.753,0.134,0.743,0
305.51,0.577,-1.229,0.549,-0.66,0.798,0
21.42,1.362,-0.364,2.201,-2.062,0.989,0
48.29,-1.546,1.324,1.576,-0.863,0.972,0
71.44,-0.229,0.15,0.011,-1.481,0.706,0
29.78,-0.345,0.012,0.103,-1.731,0.866,0
226.03,-1.055,1.799,-0.347,-0.282,0.896,0
74.76,0.681,0.826,-1.002,0.087,0.94,0
29.66,0.797,1.633,-2.158,-0.631,0.802,0
90.99,0.806,1.134,-0.028,-1.421,0.93,0
59.88,1.539,0.208,-0.977,1.738,0.96,0
20.08,0.821,-0.912,0.343,0.297,0.988,0
34.6,-0.637,0.348,1.106,-0.296,0.807,0
81.01,2.218,0.057,1.073,0.219,0.84,0
11.95,-1.909,0.688,0.194,-0.192,0.851,0
235.11,0.607,0.962,-0.549,-0.835,0.85,0
30.98,0.452,-1.324,1.42,-0.822,0.861,0
51.72,-1.973,0.964,0.721,0.32,0.933,0
22.29,1.048,-0.986,0.976,0.931,0.729,0
112.52,0.935,0.508,-1.016,-0.367,0.862,0
216.92,1.086,-0.342,-1.0,2.194,0.972,0
16.11,-1.681,-0.5,0.28,0.986,0.878,0
69.52,-0.118,-0.873,-0.22,-0.32,0.701,0
35.74,-0.068,-0.982,0.784,0.371,0.917,0
242.16,-1.264,0.968,-0.811,-1.183,0.778,0
65.88,0.59,-2.839,-1.029,1.575,0.773,0
20.45,1.274,-0.793,0.763,1.174,0.768,0
80.39,-0.604,2.714,-0.491,2.986,0.864,0
111.85,0.297,-0.465,-0.089,-0.689,0.754,0
61.46,-1.416,1.301,-1.612,0.886,0.964,0
178.68,-1.894,0.63,-0.208,1.321,0.794,0
59.14,-0.188,0.16,-0.132,0.575,0.763,0
44.77,-1.0,-0.516,-0.524,2.406,0.951,0
7.77,1.255,0.687,0.446,0.3,0.911,0
228.42,0.04,-2.092,-0.369,-0.24,0.775,0
21.56,0.301,0.768,0.299,0.742,0.8,0
195.49,0.525,-1.746,-0.384,-0.502,0.862,0
127.77,-1.334,0.595,0.91,-0.09,0.819,0
68.27,-2.699,-1.179,0.149,1.532,0.792,0
30.38,0.089,-0.492,-0.549,-0.421,0.89,0
102.17,0.023,1.654,0.509,1.154,0.788,0
351.06,-0.861,-0.654,-0.664,-0.087,0.984,0
80.46,1.973,0.721,-0.515,-0.003,0.878,0
112.05,1.492,-0.483,-0.712,-0.697,0.747,0
44.54,0.295,0.312,1.339,-1.76,0.909,0
28.46,0.183,0.045,1.264,-1.01,0.765,0
30.73,-2.013,0.133,-0.523,-0.733,0.71,0
108.6,-0.913,-0.018,-0.799,0.222,0.919,0
6.76,0.459,-0.295,-0.362,0.185,0.938,0
62.74,0.318,1.096,0.611,-1.318,0.833,0
8.42,0.868,1.928,-0.484,0.055,0.836,0
224.75,1.644,-1.348,0.678,0.668,0.851,0
170.89,0.892,-0.249,-0.801,-0.947,0.715,0
139.94,-1.441,-0.441,0.311,-0.208,0.942,0
73.54,-0.517,2.34,0.755,-0.197,0.736,0
51.07,-0.026,-2.162,1.256,-2.817,0.741,0
66.18,-0.701,-0.572,1.926,-1.103,0.911,0
101.67,-2.338,-0.615,1.484,-1.315,0.843,0
165.76,-0.061,0.069,0.343,-0.956,0.787,0
6.59,-0.26,0.371,0.177,0.349,0.921,0
24.12,0.126,-1.581,-0.531,-0.896,0.793,0
19.78,0.613,-0.627,0.225,0.061,0.796,0
15.74,0.865,0.15,0.549,1.272,0.791,0
71.35,0.271,-0.618,1.81,0.399,0.929,0
23.3,0.091,-1.718,0.863,-0.406,0.837,0
141.62,1.439,0.425,0.974,-0.492,0.78,0
72.14,-0.127,-1.485,-1.143,-0.891,0.98,0
19.83,0.66,-0.147,0.031,-0.175,0.845,0
180.66,0.249,-0.57,1.149,1.224,0.973,0
152.23,-0.037,-0.584,-1.616,-0.869,0.831,0
46.21,0.357,-0.05,2.323,-0.371,0.941,0
43.0,-1.927,-1.482,0.664,-0.195,0.94,0
14.81,-0.172,-0.937,0.24,-0.808,0.742,0
67.81,-0.182,2.025,-0.425,-0.132,0.945,0
210.85,-0.203,0.175,0.468,0.257,0.768,0
208.05,0.1,-0.214,-1.812,2.631,0.765,0
108.94,0.23,-1.346,-0.494,-1.482,0.767,0
62.46,0.388,0.682,-0.827,0.161,0.901,0
20.47,-0.689,0.789,-1.812,-1.005,0.949,0
16.5,-1.109,0.203,0.555,0.281,0.826,0
61.92,0.039,0.788,2.681,-0.424,0.9,0
14.61,-0.256,1.275,-0.808,-0.249,0.884,0
185.32,1.161,-0.437,1.263,-1.664,0.876,0
43.6,0.007,0.921,0.099,-0.007,0.843,0
21.7,1.362,0.057,0.682,0.654,0.905,0
29.93,-0.314,-0.26,2.098,0.597,0.858,0
9.47,0.037,1.686,0.039,2.208,0.843,0
21.02,-0.763,-0.495,-0.473,-0.711,0.871,0
85.08,0.403,-0.474,-0.683,0.742,0.784,0
241.34,0.541,0.891,-0.154,-0.787,0.862,0
22.64,2.167,-1.111,1.099,-0.676,0.944,0
38.23,-0.255,0.248,0.229,-0.674,0.837,0
207.71,-1.389,-0.892,-3.117,0.052,0.8,0
105.58,0.586,0.431,-0.752,1.537,0.896,0
59.93,-1.636,-0.269,-0.15,-0.041,0.852,0
64.78,0.455,0.024,-1.096,-1.89,0.805,0
141.17,2.604,0.868,0.342,0.394,0.738,0
111.37,-1.752,-0.551,-0.018,-0.648,0.803,0
29.62,1.036,0.748,0.171,0.587,0.793,0
29.05,0.311,-1.005,0.108,-1.263,0.871,0
35.08,1.027,-0.631,-1.52,-2.208,0.849,0
111.11,-0.608,-0.364,-1.913,0.62,0.828,0
93.5,2.383,-0.116,1.667,0.307,0.905,0
69.94,0.783,0.375,-1.941,-1.507,0.922,0
79.26,0.128,-0.591,-1.839,-0.784,0.726,0
75.3,-0.964,-0.051,1.448,0.685,0.923,0
205.41,0.551,-0.11,-0.411,0.738,0.746,0
53.59,1.443,-1.87,1.518,0.506,0.848,0
14.41,-0.429,0.808,0.788,0.461,0.826,0
229.26,1.762,1.224,-0.477,0.811,0.803,0
205.94,-0.338,1.215,-0.015,0.26,0.861,0
69.14,-0.527,-0.221,0.074,0.097,0.74,0
132.46,-1.266,1.754,0.612,-0.419,0.903,0
72.45,-0.788,0.211,-1.39,-0.118,0.76,0
97.03,-0.187,0.8,0.589,-1.158,0.953,0
122.27,0.108,1.089,-0.589,0.412,0.801,0
46.95,0.781,0.021,-0.463,-1.065,0.784,0
86.08,0.993,0.451,-1.458,0.126,0.852,0
73.84,-0.828,0.717,-1.416,-1.371,0.978,0
54.89,0.811,0.825,0.495,-1.614,0.959,0
59.8,0.443,0.182,0.329,0.313,0.865,0
45.96,-0.111,0.708,-2.306,1.661,0.864,0
59.05,2.119,-1.325,0.817,-1.017,0.729,0
1128.05,-4.459,3.09,-4.262,4.354,0.296,1
22.72,-0.204,-1.821,-0.434,1.66,0.786,0
56.74,0.814,-0.928,0.214,-0.172,0.935,0
297.2,1.762,-0.171,-1.145,-0.469,0.828,0
20.4,1.77,1.248,2.041,0.479,0.734,0
73.83,0.27,-0.13,0.779,-1.122,0.767,0
65.46,0.338,0.676,-1.622,-1.34,0.832,0
21.56,-1.397,1.378,0.436,0.599,0.877,0
43.49,0.65,-0.682,-1.542,-0.076,0.757,0
20.37,-0.705,0.721,-2.601,1.43,0.868,0
183.23,-0.144,1.083,-0.042,-0.278,0.876,0
74.35,-0.971,0.425,-1.086,0.502,0.918,0
40.2,-0.1,0.046,1.631,-0.733,0.766,0
139.82,1.196,1.787,-0.263,-2.194,0.873,0
59.36,-0.592,1.771,-0.606,-0.631,0.702,0
35.43,0.779,0.659,0.852,0.005,0.905,0
113.94,1.149,-0.624,1.034,-0.521,0.738,0
21.18,-0.998,-1.736,1.224,-0.702,0.728,0
41.78,-0.257,-0.506,1.279,-0.591,0.873,0
92.88,-0.474,0.32,0.519,0.842,0.867,0
192.41,-0.954,0.641,-0.237,-2.789,0.716,0
267.91,0.39,-0.734,-0.458,0.006,0.968,0
167.3,-1.554,0.139,-0.317,-0.877,0.774,0
65.06,0.076,0.471,0.305,0.789,0.838,0
168.91,1.095,-0.085,-0.699,-0.393,0.948,0
80.25,0.001,-0.674,1.444,-1.435,0.93,0
32.99,1.766,0.481,0.25,-0.291,0.876,0
258.85,-0.755,-0.309,-0.867,0.014,0.981,0
8.35,0.162,1.634,-0.597,-0.181,0.88,0
79.8,0.475,-0.254,-0.473,-1.843,0.858,0
13.98,-0.181,0.623,-0.195,-0.726,0.874,0
66.27,-0.317,0.139,0.847,-0.572,0.723,0
169.42,1.273,-1.579,-0.408,-0.311,0.791,0
66.4,1.353,0.414,1.123,1.613,0.819,0
59.58,1.146,-0.286,-1.133,0.576,0.958,0
171.54,2.464,-0.109,0.951,-0.988,0.873,0
38.39,0.546,-0.466,1.706,-1.764,0.953,0
174.35,-1.23,-0.543,-0.356,1.465,0.756,0
204.57,0.049,-0.193,-1.27,1.087,0.793,0
40.25,-0.4,0.163,-0.72,0.707,0.723,0
181.71,-0.283,1.053,0.505,1.791,0.947,0
37.17,-1.787,2.892,0.794,-0.296,0.748,0
18.76,1.84,0.899,-0.443,-1.239,0.975,0
29.07,1.196,0.839,0.706,-0.084,0.914,0
325.56,-0.833,5.352,-3.636,4.231,0.193,1
35.3,1.146,1.274,1.054,0.346,0.839,0
178.69,0.621,-0.205,-1.057,0.865,0.864,0
69.73,0.264,-1.048,-0.328,-0.136,0.975,0
92.19,0.363,0.777,0.197,-2.225,0.896,0
279.14,0.55,-0.361,0.224,0.556,0.97,0
48.12,0.07,0.157,-2.923,-1.144,0.864,0
18.75,1.272,-0.118,0.848,0.648,0.974,0
84.71,0.246,-0.142,0.391,1.447,0.902,0
224.4,-0.877,1.416,-1.407,-1.706,0.748,0
6.99,0.371,-0.881,1.089,-1.684,0.972,0
20.54,0.962,0.821,0.118,-2.1,0.854,0
31.48,-0.233,0.727,-0.068,-0.155,0.854,0
49.59,-0.649,-0.398,-1.07,-1.54,0.879,0
112.73,0.812,-0.217,-1.738,2.102,0.888,0
264.54,-0.359,-2.045,1.142,-1.058,0.94,0
116.72,0.334,0.47,1.346,-0.792,0.73,0
137.39,-1.84,0.286,1.251,1.376,0.761,0
7.62,1.857,-1.774,1.629,0.185,0.827,0
121.51,-0.531,-1.215,0.776,0.514,0.816,0
55.5,0.415,0.529,-0.987,-1.188,0.897,0
75.4,-0.495,-0.88,0.299,0.635,0.986,0
128.83,-0.364,2.025,0.902,-0.381,0.948,0
6.92,-1.592,1.319,1.192,-0.303,0.79,0
248.57,0.521,-1.025,-1.168,0.811,0.794,0
158.05,-0.749,1.148,-0.715,0.055,0.761,0
61.54,0.192,0.094,0.36,0.158,0.861,0
82.93,0.039,0.13,1.764,0.863,0.987,0
13.08,-1.229,0.949,1.243,1.618,0.745,0
24.69,-0.942,0.308,0.733,-0.513,0.795,0
61.91,1.509,-1.565,0.375,0.238,0.965,0
132.41,-1.012,-0.328,0.969,1.265,0.713,0
158.98,-0.421,-1.56,-0.779,1.853,0.828,0
10.77,1.416,-0.527,-0.166,0.794,0.823,0
108.09,1.392,-0.282,-0.886,0.25,0.882,0
22.57,3.15,1.106,-0.105,1.052,0.781,0
27.32,-0.077,0.088,-1.293,-0.306,0.924,0
59.67,-1.293,-1.386,0.176,1.151,0.908,0
198.24,-0.289,0.676,0.827,-0.257,0.78,0
32.11,0.879,-1.544,1.677,-0.456,0.96,0
100.32,-0.684,-0.46,0.132,-0.854,0.733,0
17.7,-1.068,-0.978,1.209,0.398,0.921,0
30.88,-0.738,-1.95,0.697,1.646,0.792,0
73.6,-0.024,-0.275,0.378,-0.847,0.762,0
53.21,0.222,-1.383,0.437,-0.751,0.72,0
14.73,-3.141,0.794,0.494,1.353,0.832,0
42.43,0.132,0.572,-1.463,0.431,0.714,0
251.83,-0.572,-1.855,-0.751,0.514,0.864,0
36.87,0.283,-0.254,-1.635,-1.555,0.749,0
46.05,-0.334,0.906,-0.273,-0.3,0.95,0
47.4,1.293,0.422,0.137,0.23,0.871,0
129.62,1.522,-0.419,-1.336,-0.669,0.911,0
51.25,0.736,-0.637,0.808,-0.13,0.831,0
120.92,-1.539,-0.187,-0.333,-1.343,0.919,0
83.97,-1.122,0.973,-0.607,-0.025,0.937,0
395.53,-0.13,-0.025,0.473,-1.024,0.878,0
136.8,0.836,-0.78,-1.115,1.183,0.858,0
18.54,1.019,-0.127,1.17,-0.272,0.871,0
23.11,0.198,2.688,-0.945,-0.252,0.821,0
11.42,-0.183,-0.872,0.468,-0.214,0.809,0
125.55,1.861,0.276,1.271,0.115,0.806,0
13.98,-1.387,-0.112,0.172,0.046,0.835,0
149.58,-1.894,3.544,-0.691,0.969,0.858,0
26.54,-0.795,-2.823,-0.283,-0.05,0.95,0
21.28,-0.27,0.069,0.17,-0.035,0.729,0
51.84,0.594,-0.283,-0.364,0.512,0.724,0
88.86,1.251,-1.189,-1.031,0.668,0.949,0
10.13,1.751,-0.577,0.413,-1.192,0.911,0
37.09,0.366,1.163,1.086,-2.09,0.867,0
20.38,-1.697,-1.054,1.427,-0.542,0.84,0
244.59,-0.68,-1.664,0.233,1.455,0.859,0
9.66,-1.52,-0.672,0.341,0.744,0.799,0
71.66,-0.457,-0.967,-0.309,-0.111,0.873,0
169.03,1.418,-0.7,-1.417,1.455,0.741,0
110.02,0.438,0.835,0.119,-0.729,0.919,0
14.96,0.199,1.212,-0.276,-0.964,0.947,0
206.21,2.577,0.174,0.834,0.522,0.735,0
146.19,-2.804,-1.063,0.329,-2.719,0.974,0
72.53,0.833,0.598,0.958,1.606,0.864,0
172.69,-0.135,0.115,-0.275,1.118,0.774,0
178.27,1.324,-0.292,-0.946,-0.011,0.919,0
32.46,-0.845,-0.115,0.94,-0.712,0.744,0
93.55,0.244,0.567,-0.042,0.034,0.773,0
196.2,0.89,1.371,-0.926,1.767,0.713,0
135.43,-0.303,1.994,-0.29,0.707,0.785,0
180.27,0.073,1.44,-0.322,-0.418,0.89,0
46.33,-0.481,1.2,-0.601,1.169,0.748,0
7.89,0.807,-0.228,-0.734,-0.653,0.981,0
7.15,-0.666,1.065,0.16,-1.115,0.779,0
10.73,-2.139,-0.197,0.723,-0.138,0.964,0
111.9,-0.343,0.731,1.457,-1.524,0.881,0
60.86,0.171,-0.035,-0.258,1.274,0.911,0
31.7,-0.277,-0.75,-0.231,-0.046,0.936,0
42.83,-0.742,0.14,0.537,0.13,0.99,0
44.52,0.772,-0.434,0.623,0.652,0.803,0
77.59,0.509,0.901,-0.411,-0.548,0.963,0
8.2,-0.701,-1.032,0.666,2.282,0.763,0
20.25,0.015,-1.602,-0.696,-0.057,0.911,0
38.89,-1.294,0.901,1.469,0.382,0.969,0
30.72,-0.441,-2.036,-0.979,-0.011,0.8,0
18.65,0.479,0.145,1.058,0.294,0.734,0
104.43,-1.331,-0.413,-0.727,-0.167,0.902,0
29.76,-0.731,-0.364,-0.02,1.123,0.866,0
76.63,-1.282,-0.373,-0.563,0.37,0.73,0
110.26,-0.662,-0.997,-2.654,-1.298,0.905,0
88.02,1.348,0.909,-1.012,-1.181,0.827,0
36.23,0.087,-1.008,0.431,0.652,0.763,0
48.32,1.381,0.035,1.941,0.092,0.732,0
75.81,-0.424,-1.559,-1.344,0.741,0.715,0
5.87,-0.283,-0.423,-0.74,-0.386,0.858,0
170.89,-1.18,1.03,1.725,0.495,0.911,0
98.35,-1.657,1.864,1.099,0.489,0.702,0
415.37,-0.125,-1.337,-0.331,0.448,0.838,0
17.09,-1.184,-0.385,-1.353,-1.458,0.988,0
452.24,0.34,-0.58,-0.486,-0.633,0.85,0
76.68,0.715,-0.775,0.505,-0.228,0.89,0
53.73,0.573,0.522,-0.972,-1.27,0.971,0
20.3,-0.058,-0.574,0.613,0.679,0.967,0
69.76,0.193,-0.872,-0.198,0.136,0.75,0
6.05,0.929,0.225,-0.571,0.966,0.982,0
33.87,0.381,1.546,0.087,-1.037,0.803,0
138.56,0.295,0.186,0.046,-0.17,0.883,0
373.58,-1.652,-1.002,1.122,0.429,0.972,0
143.14,1.909,-1.038,-0.031,1.163,0.763,0
20.81,-0.293,-0.445,0.532,-1.78,0.815,0
100.45,-2.117,-0.01,-0.377,-0.178,0.96,0
105.05,1.687,-0.69,0.774,0.709,0.839,0
52.76,-1.287,0.448,0.338,0.358,0.767,0
13.81,-0.029,-0.401,0.777,-1.07,0.864,0
11.86,-0.368,-1.109,0.532,-0.572,0.821,0
13.34,-0.893,-0.034,-0.36,-0.513,0.949,0
224.73,-0.506,0.996,0.369,-1.709,0.909,0
431.41,0.883,0.517,0.458,0.888,0.977,0
65.81,-0.464,0.848,0.218,-1.377,0.831,0
183.65,-0.268,-0.443,-0.369,0.23,0.793,0
46.62,-1.064,0.382,-0.162,1.113,0.966,0
58.62,-0.693,-0.435,0.01,-0.147,0.731,0
47.26,-1.586,0.631,0.519,-0.614,0.975,0
14.0,0.379,-0.166,1.106,-1.312,0.723,0
28.59,0.161,1.537,-0.124,0.743,0.952,0
55.65,0.753,-0.333,-0.405,0.487,0.881,0
11.41,-0.356,0.368,-0.161,-0.693,0.867,0
918.7,-3.58,4.956,-6.805,6.826,0.174,1
64.33,1.197,-0.751,1.044,0.122,0.858,0
28.13,0.188,1.152,0.522,-1.239,0.804,0
163.14,1.72,-0.355,-0.211,-0.822,0.985,0
145.48,-0.499,-0.763,1.176,-1.332,0.92,0
122.67,1.378,0.044,-1.027,-0.172,0.864,0
263.64,0.367,1.365,0.582,0.198,0.824,0
39.22,-0.405,-1.977,-1.109,-0.268,0.978,0
49.03,-0.205,0.248,-0.418,0.042,0.922,0
78.92,-0.515,0.144,0.869,-1.44,0.864,0
85.51,-1.711,0.371,-0.564,-0.397,0.946,0
86.46,-0.466,-0.452,0.372,0.572,0.891,0
49.4,-0.643,0.965,0.452,0.606,0.786,0
52.27,-0.021,-0.017,-0.958,0.918,0.938,0
466.39,-0.052,-0.809,0.585,0.612,0.92,0
41.49,2.243,-1.09,-0.184,0.337,0.987,0
99.3,2.28,-0.734,-0.94,-0.946,0.733,0
15.29,1.221,-0.708,-0.85,0.231,0.947,0
83.18,0.092,0.249,-0.105,-1.304,0.888,0
7.44,-0.444,-1.564,-1.135,-0.039,0.895,0
82.07,-0.184,-0.717,-0.373,-1.046,0.882,0
72.35,-0.693,-1.192,1.006,0.318,0.918,0
73.52,-1.366,-1.394,-0.162,0.063,0.876,0
61.37,-0.31,-0.551,0.124,0.971,0.82,0
11.41,0.999,1.055,0.218,2.418,0.826,0
81.47,-1.692,0.796,1.365,-0.225,0.747,0
34.45,-1.168,1.136,-0.381,0.302,0.921,0
11.02,-1.826,1.002,0.588,-1.345,0.848,0
411.24,-0.45,-2.903,-0.66,0.302,0.795,0
11.65,1.497,-0.078,-2.097,-0.185,0.724,0
72.93,0.735,-1.462,-0.138,-1.474,0.981,0
130.59,-0.296,0.708,-0.162,-0.22,0.981,0
98.69,0.694,0.7,1.422,0.168,0.873,0
37.1,1.35,2.462,1.452,-0.49,0.729,0
132.49,-0.407,-0.113,1.286,-1.589,0.735,0
224.09,-1.003,1.219,1.454,-0.659,0.874,0
99.66,-0.268,-2.435,-1.668,-0.658,0.922,0
127.74,-0.466,-0.231,-0.032,-0.219,0.819,0
383.75,-1.674,-0.208,-0.023,0.99,0.874,0
13.55,0.563,-0.148,-1.755,1.01,0.881,0
210.06,0.04,-1.781,0.775,1.486,0.897,0
41.78,1.131,-1.143,-0.394,-1.395,0.755,0
5.71,-0.065,0.448,-1.32,0.386,0.929,0
135.14,0.455,-1.228,-0.121,0.352,0.731,0
22.74,1.461,0.002,0.426,-0.932,0.794,0
40.47,-0.42,2.062,-0.402,0.365,0.929,0
10.64,0.557,-1.092,-0.435,0.624,0.795,0
70.47,0.594,-0.551,-0.525,0.405,0.835,0
131.73,1.179,-1.441,0.131,-0.541,0.744,0
155.91,-1.341,-0.887,-1.643,-1.307,0.783,0
211.35,0.231,1.816,-0.296,0.634,0.867,0
64.05,-3.018,-0.718,0.654,-0.753,0.831,0
275.51,0.865,-1.132,0.173,0.466,0.953,0
154.37,1.202,-1.68,0.125,-1.209,0.767,0
120.73,-2.472,0.781,-0.268,0.357,0.982,0
18.1,1.427,0.371,0.169,-0.047,0.826,0
18.86,1.974,-0.375,-0.156,1.257,0.872,0
31.44,-1.589,0.399,-0.022,0.612,0.796,0
22.02,0.664,-0.51,0.756,0.209,0.767,0
15.98,0.004,-0.22,0.73,-0.371,0.927,0
6.32,-0.573,0.91,-0.422,-0.54,0.836,0
52.02,-0.839,-0.54,-0.722,0.983,0.771,0
25.87,0.156,-1.102,1.564,0.802,0.897,0
34.39,1.222,-1.142,-1.165,-0.61,0.809,0
31.99,-0.4,0.504,0.081,-0.148,0.761,0
47.5,0.592,0.569,-0.617,-1.101,0.739,0
11.55,1.556,0.247,0.397,0.44,0.705,0
22.58,-1.202,1.499,-0.403,0.822,0.987,0
19.59,1.458,0.081,-1.181,-2.493,0.986,0
52.08,-0.581,0.136,0.43,0.994,0.817,0
6.39,-0.179,0.034,-0.513,-0.518,0.889,0
9.69,-0.847,-0.451,1.809,0.896,0.909,0
30.05,0.627,-0.104,-0.708,-0.822,0.729,0
84.08,1.097,1.381,-0.043,1.139,0.739,0
34.04,1.1,1.58,1.963,0.333,0.885,0
186.17,1.403,0.433,0.805,-1.135,0.962,0
46.42,0.724,0.899,0.121,-0.652,0.738,0
295.78,-0.059,0.047,0.242,-0.968,0.8,0
8.02,-2.242,0.833,0.164,0.265,0.939,0
25.74,-0.832,-0.675,0.628,0.357,0.885,0
46.69,-0.758,-0.133,1.747,-2.06,0.862,0
32.61,-2.479,-2.043,1.175,-0.409,0.831,0
83.66,-0.318,0.541,0.472,-0.255,0.888,0
12.25,1.377,0.763,-0.632,-0.992,0.77,0
42.77,0.147,0.814,-0.071,1.72,0.708,0
10.64,1.775,0.308,0.702,-0.9,0.935,0
50.12,-0.579,1.487,1.113,0.752,0.988,0
41.02,-1.173,-0.312,0.644,-0.986,0.966,0
47.66,-0.568,-0.846,-1.801,-0.387,0.768,0
118.2,0.018,-0.224,-0.667,0.838,0.875,0
98.95,-0.696,1.992,1.001,-0.457,0.92,0
37.94,0.174,-0.851,-0.148,-0.407,0.918,0
34.63,0.782,0.839,0.825,-0.916,0.917,0
48.06,0.108,-1.47,0.217,0.655,0.75,0
102.59,1.887,-1.501,0.111,1.737,0.936,0
113.86,-1.053,0.347,-0.037,-1.13,0.775,0
124.39,-0.701,0.433,-0.143,0.169,0.931,0
56.9,-0.925,-0.465,0.481,-0.988,0.86,0
16.07,0.867,0.998,0.092,-0.672,0.725,0
203.96,0.276,0.566,0.262,1.234,0.789,0
25.88,1.095,-1.473,-0.539,-0.732,0.836,0
27.55,0.746,0.156,0.8,1.192,0.869,0
61.89,-0.345,-0.213,-0.708,0.545,0.808,0
7.44,-0.205,-0.228,0.158,-0.45,0.943,0
44.72,-0.294,0.384,-0.889,-0.445,0.88,0
51.28,1.375,0.595,2.151,0.77,0.971,0
35.2,1.361,-0.88,-1.173,0.406,0.809,0
58.62,-1.243,-0.311,0.048,0.078,0.84,0
101.87,0.278,-1.626,-0.031,0.334,0.804,0
34.44,0.489,-0.546,-0.103,0.541,0.976,0
152.57,2.037,-0.222,1.769,-1.959,0.717,0
106.29,-0.532,0.658,-0.215,-2.025,0.873,0
33.8,-1.637,0.749,0.125,-0.17,0.979,0
52.33,-1.177,0.042,-1.14,0.164,0.877,0
235.09,0.609,-0.7,-0.062,-0.238,0.732,0
41.94,-0.432,-1.113,-1.694,-0.701,0.89,0
218.48,-1.257,-0.406,0.692,-0.448,0.866,0
56.59,-0.167,-1.164,0.171,-0.086,0.956,0
12.45,-1.541,0.093,0.984,-0.233,0.853,0
39.58,0.603,-0.586,-0.579,2.258,0.763,0
39.58,0.025,0.575,0.532,-2.468,0.926,0
40.33,0.327,-1.236,1.242,0.965,0.956,0
44.43,2.0,-1.054,0.555,1.986,0.76,0
124.6,0.239,1.37,-1.016,-0.03,0.724,0
40.26,0.242,-0.101,0.643,1.141,0.85,0
20.57,-0.053,0.203,-0.015,-0.981,0.953,0
190.55,1.455,1.881,0.547,0.598,0.958,0
73.39,-2.443,-0.004,-0.573,0.146,0.847,0
179.0,-0.36,-1.403,-0.109,0.672,0.804,0
54.37,2.274,0.335,-0.222,1.391,0.937,0
69.85,1.246,-1.275,0.46,1.725,0.716,0
20.83,-0.999,-0.986,-0.817,0.89,0.79,0
68.8,0.341,-0.252,-0.112,-0.837,0.946,0
86.32,-0.642,-1.682,-0.303,0.756,0.989,0
5.3,-0.421,-1.498,0.763,1.415,0.769,0
64.48,-0.318,0.152,-0.81,0.583,0.848,0
13.32,-0.228,0.616,-0.014,-0.196,0.707,0
208.45,-0.803,0.035,-0.26,-0.871,0.973,0
105.35,-0.338,0.932,0.264,-1.284,0.885,0
119.31,1.002,0.401,-2.338,1.093,0.983,0
79.17,0.54,1.936,-0.546,-0.52,0.774,0
35.92,-1.052,-1.852,0.427,1.988,0.829,0
90.54,-0.272,1.233,0.432,0.135,0.943,0
52.19,-1.073,0.481,0.345,0.043,0.85,0
228.22,-0.535,0.093,-1.592,0.613,0.709,0
